index,date,competitionId,roundTypeId,attempt,value
514,2016-01-30,FrankfurtCubeDays2016,f,5,9.97
515,2016-04-09,GermanOpen2016,1,1,8.53
516,2016-04-09,GermanOpen2016,1,2,7.21
517,2016-04-09,GermanOpen2016,1,3,7.21
518,2016-04-09,GermanOpen2016,1,4,7.0
519,2016-04-09,GermanOpen2016,1,5,8.61
520,2016-04-09,GermanOpen2016,2,1,10.22
521,2016-04-09,GermanOpen2016,2,2,8.58
522,2016-04-09,GermanOpen2016,2,3,8.28
523,2016-04-09,GermanOpen2016,2,4,9.71
524,2016-04-09,GermanOpen2016,2,5,13.21
525,2016-04-09,GermanOpen2016,f,1,8.11
526,2016-04-09,GermanOpen2016,f,2,8.44
527,2016-04-09,GermanOpen2016,f,3,7.16
528,2016-04-09,GermanOpen2016,f,4,9.16
529,2016-04-09,GermanOpen2016,f,5,6.9
530,2016-07-15,Euro2016,1,1,9.32
531,2016-07-15,Euro2016,1,2,8.78
532,2016-07-15,Euro2016,1,3,7.28
533,2016-07-15,Euro2016,1,4,8.41
534,2016-07-15,Euro2016,1,5,6.0
535,2016-07-15,Euro2016,2,1,8.49
536,2016-07-15,Euro2016,2,2,9.700000000000001
537,2016-07-15,Euro2016,2,3,7.44
538,2016-07-15,Euro2016,2,4,10.32
539,2016-07-15,Euro2016,2,5,7.68
540,2016-07-15,Euro2016,3,1,7.69
541,2016-07-15,Euro2016,3,2,6.96
542,2016-07-15,Euro2016,3,3,8.370000000000001
543,2016-07-15,Euro2016,3,4,7.54
544,2016-07-15,Euro2016,3,5,8.540000000000001
545,2016-07-15,Euro2016,f,1,11.26
546,2016-07-15,Euro2016,f,2,7.34
547,2016-07-15,Euro2016,f,3,8.24
548,2016-07-15,Euro2016,f,4,7.91
549,2016-07-15,Euro2016,f,5,7.5
550,2016-08-13,TubingenOpen2016,1,1,7.07
551,2016-08-13,TubingenOpen2016,1,2,7.75
552,2016-08-13,TubingenOpen2016,1,3,8.56
553,2016-08-13,TubingenOpen2016,1,4,7.99
554,2016-08-13,TubingenOpen2016,1,5,7.8500000000000005
555,2016-08-13,TubingenOpen2016,2,1,9.17
556,2016-08-13,TubingenOpen2016,2,2,6.75
557,2016-08-13,TubingenOpen2016,2,3,7.7
558,2016-08-13,TubingenOpen2016,2,4,6.9
559,2016-08-13,TubingenOpen2016,2,5,8.66
560,2016-08-13,TubingenOpen2016,f,1,7.58
561,2016-08-13,TubingenOpen2016,f,2,7.62
562,2016-08-13,TubingenOpen2016,f,3,7.42
563,2016-08-13,TubingenOpen2016,f,4,7.9
564,2016-08-13,TubingenOpen2016,f,5,7.66
565,2016-10-07,GermanNationals2016,1,1,8.25
566,2016-10-07,GermanNationals2016,1,2,8.58
567,2016-10-07,GermanNationals2016,1,3,7.930000000000001
568,2016-10-07,GermanNationals2016,1,4,7.67
569,2016-10-07,GermanNationals2016,1,5,11.83
570,2016-10-07,GermanNationals2016,2,1,6.93
571,2016-10-07,GermanNationals2016,2,2,8.44
572,2016-10-07,GermanNationals2016,2,3,6.83
573,2016-10-07,GermanNationals2016,2,4,8.03
574,2016-10-07,GermanNationals2016,2,5,8.63
575,2016-10-07,GermanNationals2016,3,1,7.15
576,2016-10-07,GermanNationals2016,3,2,6.86
577,2016-10-07,GermanNationals2016,3,3,7.58
578,2016-10-07,GermanNationals2016,3,4,7.97
579,2016-10-07,GermanNationals2016,3,5,6.48
580,2016-10-07,GermanNationals2016,f,1,6.72
581,2016-10-07,GermanNationals2016,f,2,8.36
582,2016-10-07,GermanNationals2016,f,3,6.0600000000000005
583,2016-10-07,GermanNationals2016,f,4,8.91
584,2016-10-07,GermanNationals2016,f,5,7.08
585,2016-10-29,SebraOpen2016,1,1,8.290000000000001
586,2016-10-29,SebraOpen2016,1,2,9.55
587,2016-10-29,SebraOpen2016,1,3,8.94
588,2016-10-29,SebraOpen2016,1,4,9.27
589,2016-10-29,SebraOpen2016,1,5,8.42
590,2016-10-29,SebraOpen2016,2,1,9.22
591,2016-10-29,SebraOpen2016,2,2,13.02
592,2016-10-29,SebraOpen2016,2,3,7.88
593,2016-10-29,SebraOpen2016,2,4,7.55
594,2016-10-29,SebraOpen2016,2,5,7.63
595,2016-10-29,SebraOpen2016,f,1,7.47
596,2016-10-29,SebraOpen2016,f,2,8.24
597,2016-10-29,SebraOpen2016,f,3,5.62
598,2016-10-29,SebraOpen2016,f,4,7.63
599,2016-10-29,SebraOpen2016,f,5,7.23
600,2016-11-05,MunichOpen2016,1,1,8.05
601,2016-11-05,MunichOpen2016,1,2,8.75
602,2016-11-05,MunichOpen2016,1,3,12.94
603,2016-11-05,MunichOpen2016,1,4,7.03
604,2016-11-05,MunichOpen2016,1,5,9.33
605,2016-11-05,MunichOpen2016,2,1,8.11
606,2016-11-05,MunichOpen2016,2,2,6.99
607,2016-11-05,MunichOpen2016,2,3,6.19
608,2016-11-05,MunichOpen2016,2,4,9.27
609,2016-11-05,MunichOpen2016,2,5,7.5600000000000005
610,2016-11-05,MunichOpen2016,f,1,8.17
611,2016-11-05,MunichOpen2016,f,2,8.22
612,2016-11-05,MunichOpen2016,f,3,7.890000000000001
613,2016-11-05,MunichOpen2016,f,4,9.89
614,2016-11-05,MunichOpen2016,f,5,7.3500000000000005
615,2016-11-26,PSKubing2016,1,1,7.41
616,2016-11-26,PSKubing2016,1,2,7.97
617,2016-11-26,PSKubing2016,1,3,6.55
618,2016-11-26,PSKubing2016,1,4,6.61
619,2016-11-26,PSKubing2016,1,5,9.8
620,2016-11-26,PSKubing2016,2,1,8.13
621,2016-11-26,PSKubing2016,2,2,7.46
622,2016-11-26,PSKubing2016,2,3,7.63
623,2016-11-26,PSKubing2016,2,4,7.2700000000000005
624,2016-11-26,PSKubing2016,2,5,7.46
625,2016-11-26,PSKubing2016,f,1,6.22
626,2016-11-26,PSKubing2016,f,2,6.65
627,2016-11-26,PSKubing2016,f,3,7.7700000000000005
628,2016-11-26,PSKubing2016,f,4,8.21
629,2016-11-26,PSKubing2016,f,5,7.88
630,2017-01-06,Cubelonia2017,1,1,8.700000000000001
631,2017-01-06,Cubelonia2017,1,2,8.31
632,2017-01-06,Cubelonia2017,1,3,7.22
633,2017-01-06,Cubelonia2017,1,4,9.620000000000001
634,2017-01-06,Cubelonia2017,1,5,8.28
635,2017-01-06,Cubelonia2017,2,1,6.63
636,2017-01-06,Cubelonia2017,2,2,6.53
637,2017-01-06,Cubelonia2017,2,3,6.78
638,2017-01-06,Cubelonia2017,2,4,9.15
639,2017-01-06,Cubelonia2017,2,5,7.88
640,2017-01-06,Cubelonia2017,f,1,9.71
641,2017-01-06,Cubelonia2017,f,2,7.890000000000001
642,2017-01-06,Cubelonia2017,f,3,7.7700000000000005
643,2017-01-06,Cubelonia2017,f,4,7.55
644,2017-01-06,Cubelonia2017,f,5,6.7
645,2017-01-28,FrankfurtCubeDays2017,1,1,5.54
646,2017-01-28,FrankfurtCubeDays2017,1,2,9.03
647,2017-01-28,FrankfurtCubeDays2017,1,3,8.03
648,2017-01-28,FrankfurtCubeDays2017,1,4,7.03
649,2017-01-28,FrankfurtCubeDays2017,1,5,8.040000000000001
650,2017-01-28,FrankfurtCubeDays2017,2,1,7.76
651,2017-01-28,FrankfurtCubeDays2017,2,2,8.120000000000001
652,2017-01-28,FrankfurtCubeDays2017,2,3,5.99
653,2017-01-28,FrankfurtCubeDays2017,2,4,6.98
654,2017-01-28,FrankfurtCubeDays2017,2,5,7.74
655,2017-01-28,FrankfurtCubeDays2017,f,1,7.11
656,2017-01-28,FrankfurtCubeDays2017,f,2,7.46
657,2017-01-28,FrankfurtCubeDays2017,f,3,8.43
658,2017-01-28,FrankfurtCubeDays2017,f,4,7.58
659,2017-01-28,FrankfurtCubeDays2017,f,5,10.36
660,2017-04-29,GermanOpen2017,1,1,7.63
661,2017-04-29,GermanOpen2017,1,2,10.46
662,2017-04-29,GermanOpen2017,1,3,8.53
663,2017-04-29,GermanOpen2017,1,4,7.3100000000000005
664,2017-04-29,GermanOpen2017,1,5,7.43
665,2017-04-29,GermanOpen2017,2,1,7.84
666,2017-04-29,GermanOpen2017,2,2,10.08
667,2017-04-29,GermanOpen2017,2,3,7.73
668,2017-04-29,GermanOpen2017,2,4,7.24
669,2017-04-29,GermanOpen2017,2,5,7.88
670,2017-04-29,GermanOpen2017,f,1,6.72
671,2017-04-29,GermanOpen2017,f,2,8.22
672,2017-04-29,GermanOpen2017,f,3,7.38
673,2017-04-29,GermanOpen2017,f,4,8.05
674,2017-04-29,GermanOpen2017,f,5,9.81
675,2017-06-10,BerlinSummerDays2017,1,1,8.67
676,2017-06-10,BerlinSummerDays2017,1,2,7.82
677,2017-06-10,BerlinSummerDays2017,1,3,8.58
678,2017-06-10,BerlinSummerDays2017,1,4,7.86
679,2017-06-10,BerlinSummerDays2017,1,5,7.48
680,2017-06-10,BerlinSummerDays2017,2,1,8.540000000000001
681,2017-06-10,BerlinSummerDays2017,2,2,7.88
682,2017-06-10,BerlinSummerDays2017,2,3,7.05
683,2017-06-10,BerlinSummerDays2017,2,4,8.14
684,2017-06-10,BerlinSummerDays2017,2,5,7.07
685,2017-06-10,BerlinSummerDays2017,f,1,6.99
686,2017-06-10,BerlinSummerDays2017,f,2,6.09
687,2017-06-10,BerlinSummerDays2017,f,3,7.2700000000000005
688,2017-06-10,BerlinSummerDays2017,f,4,6.8
689,2017-06-10,BerlinSummerDays2017,f,5,9.92
690,2017-07-01,GermanBigCubeOpen2017,1,1,7.34
691,2017-07-01,GermanBigCubeOpen2017,1,2,8.53
692,2017-07-01,GermanBigCubeOpen2017,1,3,7.37
693,2017-07-01,GermanBigCubeOpen2017,1,4,7.78
694,2017-07-01,GermanBigCubeOpen2017,1,5,6.53
695,2017-07-01,GermanBigCubeOpen2017,2,1,9.540000000000001
696,2017-07-01,GermanBigCubeOpen2017,2,2,6.78
697,2017-07-01,GermanBigCubeOpen2017,2,3,7.25
698,2017-07-01,GermanBigCubeOpen2017,2,4,11.13
699,2017-07-01,GermanBigCubeOpen2017,2,5,7.3
700,2017-07-01,GermanBigCubeOpen2017,f,1,6.6000000000000005
701,2017-07-01,GermanBigCubeOpen2017,f,2,7.15
702,2017-07-01,GermanBigCubeOpen2017,f,3,8.21
703,2017-07-01,GermanBigCubeOpen2017,f,4,9.21
704,2017-07-01,GermanBigCubeOpen2017,f,5,7.390000000000001
705,2017-07-08,LondonOpen2017,1,1,6.19
706,2017-07-08,LondonOpen2017,1,2,7.58
707,2017-07-08,LondonOpen2017,1,3,8.15
708,2017-07-08,LondonOpen2017,1,4,7.09
709,2017-07-08,LondonOpen2017,1,5,10.51
710,2017-07-08,LondonOpen2017,2,1,7.7
711,2017-07-08,LondonOpen2017,2,2,6.92
712,2017-07-08,LondonOpen2017,2,3,7.97
713,2017-07-08,LondonOpen2017,2,4,8.26
714,2017-07-08,LondonOpen2017,2,5,7.66
715,2017-07-08,LondonOpen2017,f,1,7.79
716,2017-07-08,LondonOpen2017,f,2,8.81
717,2017-07-08,LondonOpen2017,f,3,6.33
718,2017-07-08,LondonOpen2017,f,4,6.76
719,2017-07-08,LondonOpen2017,f,5,6.8500000000000005
720,2017-07-13,WC2017,1,1,7.0
721,2017-07-13,WC2017,1,2,7.38
722,2017-07-13,WC2017,1,3,7.24
723,2017-07-13,WC2017,1,4,7.25
724,2017-07-13,WC2017,1,5,7.92
725,2017-07-13,WC2017,2,1,6.23
726,2017-07-13,WC2017,2,2,7.390000000000001
727,2017-07-13,WC2017,2,3,6.7
728,2017-07-13,WC2017,2,4,8.06
729,2017-07-13,WC2017,2,5,8.2
730,2017-07-13,WC2017,3,1,6.91
731,2017-07-13,WC2017,3,2,9.870000000000001
732,2017-07-13,WC2017,3,3,8.52
733,2017-07-13,WC2017,3,4,8.540000000000001
734,2017-07-13,WC2017,3,5,8.700000000000001
735,2017-09-01,GermanNationals2017,1,1,6.69
736,2017-09-01,GermanNationals2017,1,2,8.05
737,2017-09-01,GermanNationals2017,1,3,6.51
738,2017-09-01,GermanNationals2017,1,4,9.17
739,2017-09-01,GermanNationals2017,1,5,7.63
740,2017-09-01,GermanNationals2017,2,1,5.28
741,2017-09-01,GermanNationals2017,2,2,6.96
742,2017-09-01,GermanNationals2017,2,3,7.930000000000001
743,2017-09-01,GermanNationals2017,2,4,9.52
744,2017-09-01,GermanNationals2017,2,5,7.930000000000001
745,2017-09-01,GermanNationals2017,3,1,8.0
746,2017-09-01,GermanNationals2017,3,2,6.79
747,2017-09-01,GermanNationals2017,3,3,7.51
748,2017-09-01,GermanNationals2017,3,4,7.41
749,2017-09-01,GermanNationals2017,3,5,7.05
750,2017-09-01,GermanNationals2017,f,1,5.05
751,2017-09-01,GermanNationals2017,f,2,6.51
752,2017-09-01,GermanNationals2017,f,3,8.56
753,2017-09-01,GermanNationals2017,f,4,9.370000000000001
754,2017-09-01,GermanNationals2017,f,5,8.15
755,2017-09-16,MonnemCityCubing2017,1,1,8.0
756,2017-09-16,MonnemCityCubing2017,1,2,6.28
757,2017-09-16,MonnemCityCubing2017,1,3,6.72
758,2017-09-16,MonnemCityCubing2017,1,4,7.05
759,2017-09-16,MonnemCityCubing2017,1,5,8.24
760,2017-09-16,MonnemCityCubing2017,2,1,7.91
761,2017-09-16,MonnemCityCubing2017,2,2,6.37
762,2017-09-16,MonnemCityCubing2017,2,3,7.07
763,2017-09-16,MonnemCityCubing2017,2,4,6.25
764,2017-09-16,MonnemCityCubing2017,2,5,8.43
765,2017-09-16,MonnemCityCubing2017,f,1,8.75
766,2017-09-16,MonnemCityCubing2017,f,2,8.24
767,2017-09-16,MonnemCityCubing2017,f,3,9.14
768,2017-09-16,MonnemCityCubing2017,f,4,6.95
769,2017-09-16,MonnemCityCubing2017,f,5,9.97
770,2017-10-27,UKChampionship2017,1,1,7.16
771,2017-10-27,UKChampionship2017,1,2,6.8
772,2017-10-27,UKChampionship2017,1,3,10.120000000000001
773,2017-10-27,UKChampionship2017,1,4,7.16
774,2017-10-27,UKChampionship2017,1,5,6.69
775,2017-10-27,UKChampionship2017,2,1,7.22
776,2017-10-27,UKChampionship2017,2,2,7.23
777,2017-10-27,UKChampionship2017,2,3,6.6000000000000005
778,2017-10-27,UKChampionship2017,2,4,7.28
779,2017-10-27,UKChampionship2017,2,5,7.44
780,2017-10-27,UKChampionship2017,3,1,7.4
781,2017-10-27,UKChampionship2017,3,2,6.29
782,2017-10-27,UKChampionship2017,3,3,7.79
783,2017-10-27,UKChampionship2017,3,4,7.05
784,2017-10-27,UKChampionship2017,3,5,6.57
785,2017-10-27,UKChampionship2017,f,1,8.76
786,2017-10-27,UKChampionship2017,f,2,7.9
787,2017-10-27,UKChampionship2017,f,3,9.68
788,2017-10-27,UKChampionship2017,f,4,7.37
789,2017-10-27,UKChampionship2017,f,5,6.8500000000000005
790,2017-11-04,MunichOpen2017,1,1,7.22
791,2017-11-04,MunichOpen2017,1,2,9.63
792,2017-11-04,MunichOpen2017,1,3,7.72
793,2017-11-04,MunichOpen2017,1,4,8.61
794,2017-11-04,MunichOpen2017,1,5,7.44
795,2017-11-04,MunichOpen2017,2,1,6.4
796,2017-11-04,MunichOpen2017,2,2,7.78
797,2017-11-04,MunichOpen2017,2,3,6.62
798,2017-11-04,MunichOpen2017,2,4,8.67
799,2017-11-04,MunichOpen2017,2,5,7.95
800,2017-11-04,MunichOpen2017,3,1,8.74
801,2017-11-04,MunichOpen2017,3,2,7.68
802,2017-11-04,MunichOpen2017,3,3,7.18
803,2017-11-04,MunichOpen2017,3,4,9.23
804,2017-11-04,MunichOpen2017,3,5,7.41
805,2017-11-04,MunichOpen2017,f,1,7.25
806,2017-11-04,MunichOpen2017,f,2,7.38
807,2017-11-04,MunichOpen2017,f,3,7.86
808,2017-11-04,MunichOpen2017,f,4,9.94
809,2017-11-04,MunichOpen2017,f,5,8.52
810,2017-11-18,PSKubing2017,1,1,8.15
811,2017-11-18,PSKubing2017,1,2,7.0
812,2017-11-18,PSKubing2017,1,3,7.44
813,2017-11-18,PSKubing2017,1,4,6.91
814,2017-11-18,PSKubing2017,1,5,7.87
815,2017-11-18,PSKubing2017,2,1,7.22
816,2017-11-18,PSKubing2017,2,2,7.68
817,2017-11-18,PSKubing2017,2,3,7.47
818,2017-11-18,PSKubing2017,2,4,7.5600000000000005
819,2017-11-18,PSKubing2017,2,5,8.94
820,2017-11-18,PSKubing2017,f,1,7.65
821,2017-11-18,PSKubing2017,f,2,6.8100000000000005
822,2017-11-18,PSKubing2017,f,3,8.21
823,2017-11-18,PSKubing2017,f,4,7.63
824,2017-11-18,PSKubing2017,f,5,7.16
825,2017-11-25,WSMO2017,1,1,6.65
826,2017-11-25,WSMO2017,1,2,6.76
827,2017-11-25,WSMO2017,1,3,7.05
828,2017-11-25,WSMO2017,1,4,8.59
829,2017-11-25,WSMO2017,1,5,6.25
830,2017-11-25,WSMO2017,2,1,8.02
831,2017-11-25,WSMO2017,2,2,7.0
832,2017-11-25,WSMO2017,2,3,8.56
833,2017-11-25,WSMO2017,2,4,7.55
834,2017-11-25,WSMO2017,2,5,8.53
835,2017-11-25,WSMO2017,f,1,6.390000000000001
836,2017-11-25,WSMO2017,f,2,7.96
837,2017-11-25,WSMO2017,f,3,7.22
838,2017-11-25,WSMO2017,f,4,5.99
839,2017-11-25,WSMO2017,f,5,7.0600000000000005
840,2017-12-02,BerlinKubusProjekt2017,1,1,7.29
841,2017-12-02,BerlinKubusProjekt2017,1,2,6.78
842,2017-12-02,BerlinKubusProjekt2017,1,3,10.14
843,2017-12-02,BerlinKubusProjekt2017,1,4,6.8
844,2017-12-02,BerlinKubusProjekt2017,1,5,7.76
845,2017-12-02,BerlinKubusProjekt2017,2,1,9.89
846,2017-12-02,BerlinKubusProjekt2017,2,2,5.7
847,2017-12-02,BerlinKubusProjekt2017,2,3,6.140000000000001
848,2017-12-02,BerlinKubusProjekt2017,2,4,6.72
849,2017-12-02,BerlinKubusProjekt2017,2,5,7.98
850,2017-12-02,BerlinKubusProjekt2017,f,1,6.890000000000001
851,2017-12-02,BerlinKubusProjekt2017,f,2,6.7700000000000005
852,2017-12-02,BerlinKubusProjekt2017,f,3,6.640000000000001
853,2017-12-02,BerlinKubusProjekt2017,f,4,6.3100000000000005
854,2017-12-02,BerlinKubusProjekt2017,f,5,8.55
855,2018-01-13,LiechtensteinOpen2018,1,1,7.08
856,2018-01-13,LiechtensteinOpen2018,1,2,8.07
857,2018-01-13,LiechtensteinOpen2018,1,3,7.44
858,2018-01-13,LiechtensteinOpen2018,1,4,7.78
859,2018-01-13,LiechtensteinOpen2018,1,5,7.5200000000000005
860,2018-01-13,LiechtensteinOpen2018,2,1,6.65
861,2018-01-13,LiechtensteinOpen2018,2,2,10.32
862,2018-01-13,LiechtensteinOpen2018,2,3,6.82
863,2018-01-13,LiechtensteinOpen2018,2,4,7.19
864,2018-01-13,LiechtensteinOpen2018,2,5,7.16
865,2018-01-13,LiechtensteinOpen2018,f,1,8.01
866,2018-01-13,LiechtensteinOpen2018,f,2,7.08
867,2018-01-13,LiechtensteinOpen2018,f,3,7.3500000000000005
868,2018-01-13,LiechtensteinOpen2018,f,4,7.34
869,2018-01-13,LiechtensteinOpen2018,f,5,7.2700000000000005
870,2018-02-10,FrankfurtCubeDays2018,1,1,7.12
871,2018-02-10,FrankfurtCubeDays2018,1,2,6.61
872,2018-02-10,FrankfurtCubeDays2018,1,3,6.93
873,2018-02-10,FrankfurtCubeDays2018,1,4,7.13
874,2018-02-10,FrankfurtCubeDays2018,1,5,8.19
875,2018-02-10,FrankfurtCubeDays2018,2,1,7.4
876,2018-02-10,FrankfurtCubeDays2018,2,2,7.23
877,2018-02-10,FrankfurtCubeDays2018,2,3,6.76
878,2018-02-10,FrankfurtCubeDays2018,2,4,9.41
879,2018-02-10,FrankfurtCubeDays2018,2,5,8.77
880,2018-02-10,FrankfurtCubeDays2018,f,1,6.69
881,2018-02-10,FrankfurtCubeDays2018,f,2,6.8
882,2018-02-10,FrankfurtCubeDays2018,f,3,8.9
883,2018-02-10,FrankfurtCubeDays2018,f,4,6.67
884,2018-02-10,FrankfurtCubeDays2018,f,5,8.13
885,2018-02-17,ManchesterOpen2018,1,1,8.14
886,2018-02-17,ManchesterOpen2018,1,2,7.640000000000001
887,2018-02-17,ManchesterOpen2018,1,3,7.59
888,2018-02-17,ManchesterOpen2018,1,4,7.2
889,2018-02-17,ManchesterOpen2018,1,5,8.39
890,2018-02-17,ManchesterOpen2018,2,1,6.55
891,2018-02-17,ManchesterOpen2018,2,2,7.4
892,2018-02-17,ManchesterOpen2018,2,3,7.07
893,2018-02-17,ManchesterOpen2018,2,4,7.43
894,2018-02-17,ManchesterOpen2018,2,5,6.66
895,2018-02-17,ManchesterOpen2018,f,1,7.86
896,2018-02-17,ManchesterOpen2018,f,2,6.33
897,2018-02-17,ManchesterOpen2018,f,3,7.43
898,2018-02-17,ManchesterOpen2018,f,4,6.21
899,2018-02-17,ManchesterOpen2018,f,5,8.9
